Input,Expected Output
32 * 59,1888
63 + 92,155
81 + 90,171
67 + 19,86
1 * 87,87
77 - 52,25
85 / 70,1.21
43 * 41,1763
17 / 87,0.2
60 - 31,29
40 / 87,0.46
8 / 2,4.0
95 + 40,135
17 * 3,51
86 * 41,3526
71 / 29,2.45
41 + 64,105
26 - 68,-42
40 * 54,2160
2 + 88,90
94 / 50,1.88
42 + 17,59
35 * 39,1365
22 * 19,418
62 + 98,160
85 + 79,164
50 / 4,12.5
58 * 87,5046
68 + 20,88
85 + 96,181
73 + 94,167
47 + 94,141
46 / 36,1.28
82 + 55,137
74 - 23,51
26 + 41,67
65 - 65,0
76 + 41,117
87 + 36,123
65 / 8,8.12
2 + 71,73
13 / 92,0.14
30 - 40,-10
49 / 45,1.09
98 - 91,7
66 * 67,4422
79 * 31,2449
9 + 10,19
74 + 6,80
45 - 41,4
31 / 52,0.6
64 * 65,4160
41 / 4,10.25
36 - 71,-35
73 / 59,1.24
28 - 77,-49
90 - 2,88
82 + 52,134
58 - 86,-28
98 * 84,8232
44 - 81,-37
51 - 97,-46
40 * 32,1280
58 + 10,68
47 - 76,-29
44 + 53,97
58 + 63,121
9 - 90,-81
75 - 34,41
95 * 85,8075
63 * 34,2142
30 / 86,0.35
3 - 43,-40
93 / 72,1.29
34 + 55,89
20 * 82,1640
41 * 7,287
14 * 69,966
54 / 16,3.38
16 - 53,-37
28 - 61,-33
6 + 54,60
84 * 57,4788
59 * 97,5723
17 - 33,-16
35 + 92,127
14 / 52,0.27
27 - 85,-58
86 / 18,4.78
83 * 2,166
42 / 38,1.11
81 - 34,47
46 / 63,0.73
60 * 91,5460
66 + 44,110
77 * 16,1232
55 / 88,0.62
13 - 19,-6
15 * 58,870
47 / 83,0.57
4 / 7,0.57
97 * 63,6111
49 - 96,-47
57 / 17,3.35
86 / 94,0.91
83 / 72,1.15
94 / 31,3.03
74 * 8,592
21 / 26,0.81
78 * 58,4524
6 + 71,77
21 - 18,3
8 + 84,92
23 - 16,7
55 + 4,59
75 / 22,3.41
88 / 71,1.24
87 * 13,1131
79 / 49,1.61
37 / 35,1.06
2 - 2,0
19 + 58,77
57 + 53,110
55 + 72,127
68 + 87,155
59 / 50,1.18
81 - 27,54
22 + 34,56
44 - 65,-21
11 - 31,-20
49 / 56,0.88
44 + 77,121
37 / 57,0.65
50 - 80,-30
41 - 47,-6
28 * 98,2744
86 + 54,140
40 + 86,126
79 / 91,0.87
65 + 70,135
47 - 5,42
37 / 37,1.0
64 / 53,1.21
49 + 21,70
22 - 61,-39
59 - 55,4
86 + 97,183
99 + 72,171
63 / 57,1.11
70 - 2,68
84 / 12,7.0
68 * 87,5916
40 + 67,107
15 + 75,90
7 * 56,392
81 + 33,114
35 / 79,0.44
2 - 33,-31
13 + 53,66
14 + 98,112
24 / 21,1.14
62 * 56,3472
46 / 60,0.77
48 + 44,92
74 + 38,112
22 / 54,0.41
43 + 92,135
88 / 39,2.26
64 - 7,57
54 + 80,134
90 - 77,13
71 - 76,-5
48 * 94,4512
14 / 88,0.16
62 + 84,146
91 - 86,5
68 * 43,2924
10 * 98,980
71 / 93,0.76
21 + 33,54
63 + 19,82
47 / 7,6.71
40 / 45,0.89
59 * 99,5841
51 + 90,141
88 + 20,108
10 + 64,74
95 * 75,7125
79 * 26,2054
26 / 80,0.33
23 + 53,76
26 - 82,-56
55 / 72,0.76
48 * 37,1776
85 + 11,96
1 + 20,21
55 + 76,131
33 - 92,-59
5 / 41,0.12
11 * 41,451
68 / 77,0.88
2 * 61,122
59 + 1,60
27 - 54,-27
67 + 12,79
5 - 71,-66
20 + 15,35
10 + 14,24
22 - 74,-52
51 + 11,62
8 + 51,59
51 - 68,-17
53 / 48,1.1
78 - 21,57
69 - 17,52
88 - 47,41
89 + 49,138
27 / 54,0.5
4 + 51,55
6 + 28,34
63 * 8,504
31 - 44,-13
99 - 88,11
57 * 87,4959
44 + 45,89
21 + 94,115
36 - 54,-18
33 + 59,92
13 - 61,-48
28 - 10,18
31 + 43,74
81 + 67,148
35 / 48,0.73
42 + 6,48
29 * 40,1160
1 * 57,57
60 / 39,1.54
96 / 68,1.41
90 + 89,179
60 + 1,61
57 / 31,1.84
17 + 54,71
78 / 47,1.66
73 / 3,24.33
10 + 60,70
67 / 11,6.09
35 / 59,0.59
99 - 1,98
41 - 30,11
39 / 4,9.75
31 / 11,2.82
99 / 41,2.41
58 * 72,4176
38 / 78,0.49
38 - 10,28
86 + 71,157
17 - 61,-44
24 + 54,78
86 / 90,0.96
38 + 19,57
77 / 34,2.26
89 + 73,162
40 + 52,92
95 * 51,4845
19 - 5,14
33 * 14,462
19 * 61,1159
66 / 86,0.77
63 / 51,1.24
56 * 94,5264
49 + 77,126
80 - 10,70
69 - 9,60
28 / 82,0.34
25 / 32,0.78
83 - 55,28
6 - 75,-69
98 * 15,1470
7 - 15,-8
90 * 5,450
67 * 91,6097
68 + 63,131
11 / 46,0.24
1 - 77,-76
5 - 87,-82
81 / 81,1.0
40 + 64,104
18 - 84,-66
72 + 2,74
44 - 3,41
23 * 35,805
64 / 3,21.33
65 + 11,76
23 + 70,93
54 - 42,12
88 / 24,3.67
22 - 27,-5
35 + 2,37
28 * 58,1624
61 * 74,4514
45 * 86,3870
19 - 10,9
1 + 75,76
18 - 48,-30
82 * 83,6806
3 * 23,69
37 - 2,35
9 * 37,333
80 * 74,5920
7 + 40,47
23 / 9,2.56
24 * 24,576
22 * 59,1298
67 + 26,93
31 - 79,-48
96 + 93,189
76 + 61,137
77 * 39,3003
73 - 11,62
36 - 57,-21
70 - 17,53
5 * 99,495
83 / 95,0.87
34 / 52,0.65
23 * 91,2093
77 - 16,61
98 - 30,68
35 - 79,-44
30 - 76,-46
76 / 39,1.95
85 + 99,184
74 / 14,5.29
34 * 51,1734
68 - 65,3
2 + 63,65
91 * 26,2366
51 / 55,0.93
87 + 24,111
7 - 31,-24
57 * 62,3534
55 / 27,2.04
50 / 80,0.62
59 / 35,1.69
16 / 91,0.18
6 / 49,0.12
3 / 66,0.05
29 + 28,57
95 / 80,1.19
61 - 94,-33
19 + 55,74
77 + 48,125
63 * 43,2709
36 - 38,-2
92 * 11,1012
45 * 88,3960
10 / 49,0.2
58 + 79,137
62 * 22,1364
65 * 72,4680
82 * 88,7216
90 / 83,1.08
69 + 30,99
63 * 44,2772
12 - 7,5
23 / 53,0.43
33 + 87,120
81 + 38,119
60 / 99,0.61
10 * 97,970
67 + 87,154
98 * 31,3038
4 + 68,72
49 - 52,-3
61 * 46,2806
84 - 13,71
85 - 61,24
23 - 50,-27
65 * 69,4485
65 * 28,1820
70 - 11,59
75 / 95,0.79
63 + 5,68
71 + 54,125
73 + 43,116
21 / 69,0.3
44 + 84,128
31 / 84,0.37
57 / 22,2.59
97 - 16,81
15 - 9,6
43 + 61,104
33 + 67,100
74 * 46,3404
90 * 46,4140
61 * 94,5734
88 - 96,-8
75 - 8,67
8 * 20,160
55 - 33,22
50 * 93,4650
36 * 6,216
50 / 75,0.67
2 + 85,87
23 * 81,1863
64 + 1,65
93 - 15,78
10 * 99,990
71 + 16,87
20 + 37,57
27 / 37,0.73
16 / 64,0.25
41 / 26,1.58
93 - 91,2
25 / 11,2.27
93 / 10,9.3
7 - 71,-64
5 - 50,-45
11 + 21,32
59 / 83,0.71
59 + 91,150
84 - 34,50
71 / 91,0.78
94 + 90,184
68 / 81,0.84
42 * 40,1680
99 + 47,146
48 - 51,-3
21 + 81,102
60 + 88,148
6 + 84,90
57 * 20,1140
53 - 50,3
92 + 80,172
41 * 15,615
34 / 95,0.36
74 - 1,73
48 + 59,107
99 - 68,31
57 * 43,2451
34 / 43,0.79
98 + 63,161
56 + 32,88
45 / 18,2.5
63 - 69,-6
61 + 62,123
60 * 72,4320
17 / 76,0.22
9 * 17,153
32 - 92,-60
98 + 47,145
10 - 38,-28
37 * 30,1110
10 - 81,-71
22 + 5,27
87 * 33,2871
74 + 49,123
78 / 30,2.6
69 - 92,-23
99 + 28,127
7 / 81,0.09
74 + 17,91
17 / 55,0.31
33 - 89,-56
25 + 5,30
96 * 47,4512
94 - 24,70
55 - 12,43
57 - 65,-8
80 + 84,164
40 - 25,15
56 - 25,31
71 + 86,157
36 - 28,8
60 * 7,420
14 + 41,55
24 + 48,72
35 * 2,70
90 / 78,1.15
4 * 13,52
36 / 37,0.97
62 + 29,91
29 / 74,0.39
45 * 31,1395
48 + 12,60
84 / 99,0.85
78 * 76,5928
33 - 42,-9
1 / 86,0.01
94 * 47,4418
24 + 35,59
2 / 82,0.02
61 - 41,20
64 - 47,17
66 - 63,3
38 / 18,2.11
88 - 75,13
67 * 66,4422
87 - 81,6
45 - 14,31
74 / 82,0.9
60 / 89,0.67
72 - 38,34
82 * 82,6724
51 + 10,61
74 / 20,3.7
21 * 41,861
15 / 43,0.35
32 + 5,37
24 / 77,0.31
52 - 68,-16
53 - 71,-18
70 / 85,0.82
76 - 67,9
73 + 90,163
93 / 85,1.09
45 - 55,-10
23 * 21,483
86 / 50,1.72
81 + 67,148
63 * 46,2898
60 / 30,2.0
17 / 50,0.34
66 - 26,40
49 + 63,112
64 + 77,141
98 + 21,119
3 / 62,0.05
88 * 54,4752
98 - 35,63
75 * 32,2400
71 / 34,2.09
13 * 96,1248
56 / 48,1.17
14 - 89,-75
99 + 57,156
93 / 35,2.66
35 * 49,1715
50 * 34,1700
3 * 49,147
75 - 22,53
69 - 46,23
89 / 66,1.35
20 * 50,1000
22 - 31,-9
21 * 23,483
84 - 72,12
58 + 4,62
34 + 40,74
50 - 80,-30
81 - 72,9
91 + 4,95
77 * 36,2772
88 + 79,167
3 - 92,-89
6 * 64,384
27 / 47,0.57
43 * 24,1032
90 + 36,126
25 + 91,116
34 - 23,11
41 - 70,-29
4 / 22,0.18
45 + 19,64
21 + 10,31
55 - 9,46
94 / 39,2.41
3 / 54,0.06
62 * 89,5518
8 / 13,0.62
68 - 1,67
35 / 65,0.54
81 * 13,1053
24 / 8,3.0
62 * 25,1550
77 * 77,5929
32 - 17,15
83 / 82,1.01
32 + 91,123
62 * 51,3162
68 / 18,3.78
17 / 40,0.42
46 + 38,84
91 * 70,6370
87 / 70,1.24
58 - 36,22
84 / 38,2.21
47 / 97,0.48
99 / 31,3.19
42 * 37,1554
49 - 87,-38
48 / 86,0.56
86 * 28,2408
92 + 40,132
99 + 84,183
64 + 47,111
27 * 77,2079
68 - 77,-9
71 - 41,30
22 - 20,2
23 + 68,91
57 * 36,2052
63 / 39,1.62
91 + 67,158
91 + 43,134
84 * 92,7728
62 - 39,23
26 * 70,1820
4 * 91,364
5 / 99,0.05
1 + 62,63
44 + 75,119
69 + 72,141
42 * 79,3318
63 - 60,3
99 - 4,95
70 + 36,106
63 + 62,125
46 - 80,-34
8 + 1,9
4 * 37,148
91 - 87,4
8 + 15,23
80 / 38,2.11
37 - 38,-1
61 + 34,95
55 / 52,1.06
88 / 65,1.35
47 / 67,0.7
67 - 8,59
87 / 81,1.07
18 / 45,0.4
32 - 7,25
61 * 29,1769
23 * 80,1840
57 - 89,-32
93 * 46,4278
72 - 67,5
1 + 56,57
56 * 98,5488
27 - 53,-26
23 / 64,0.36
37 + 42,79
18 - 17,1
27 + 60,87
47 * 39,1833
10 / 36,0.28
51 / 94,0.54
72 / 66,1.09
71 / 46,1.54
70 * 18,1260
35 - 86,-51
51 + 52,103
30 - 25,5
45 + 11,56
59 + 18,77
51 * 12,612
61 + 11,72
21 - 85,-64
76 * 89,6764
31 / 70,0.44
53 / 85,0.62
67 + 84,151
72 + 39,111
28 - 62,-34
16 - 7,9
48 * 88,4224
47 / 25,1.88
14 - 84,-70
99 + 92,191
60 * 31,1860
8 + 31,39
45 / 91,0.49
21 - 67,-46
91 / 16,5.69
66 * 75,4950
18 + 70,88
58 * 30,1740
96 * 56,5376
77 / 23,3.35
93 + 57,150
36 / 23,1.57
55 / 94,0.59
98 - 40,58
36 + 22,58
61 * 18,1098
88 + 44,132
59 - 35,24
60 / 52,1.15
63 - 78,-15
32 + 93,125
48 + 86,134
56 - 9,47
79 + 38,117
26 + 82,108
58 / 1,58.0
65 - 34,31
79 * 28,2212
37 * 49,1813
49 - 21,28
80 / 5,16.0
61 * 46,2806
63 * 34,2142
55 - 69,-14
25 - 93,-68
40 / 71,0.56
3 - 8,-5
49 + 18,67
94 / 2,47.0
6 / 66,0.09
26 + 74,100
37 * 1,37
43 / 32,1.34
61 + 55,116
6 + 9,15
37 / 58,0.64
34 + 45,79
97 / 95,1.02
44 - 91,-47
88 / 75,1.17
63 + 22,85
82 - 38,44
32 - 12,20
95 / 72,1.32
42 * 17,714
86 + 29,115
37 - 12,25
85 / 61,1.39
95 * 98,9310
57 * 68,3876
24 / 93,0.26
21 / 60,0.35
1 * 40,40
2 + 50,52
73 / 72,1.01
8 + 99,107
3 + 72,75
59 * 53,3127
88 * 79,6952
32 / 67,0.48
59 + 84,143
90 / 32,2.81
99 + 45,144
48 + 56,104
8 * 12,96
32 - 32,0
55 * 18,990
69 - 59,10
78 / 20,3.9
87 / 23,3.78
74 - 3,71
93 + 11,104
19 * 50,950
36 - 63,-27
17 / 20,0.85
68 / 69,0.99
56 + 9,65
81 / 11,7.36
73 * 10,730
82 / 97,0.85
90 / 90,1.0
24 / 31,0.77
29 - 95,-66
31 * 3,93
3 - 31,-28
86 * 17,1462
78 + 70,148
1 / 19,0.05
56 + 61,117
28 - 25,3
36 + 36,72
9 / 89,0.1
68 / 55,1.24
41 * 48,1968
71 * 89,6319
18 / 46,0.39
61 + 82,143
15 / 74,0.2
9 * 75,675
18 - 51,-33
32 - 3,29
5 / 6,0.83
20 + 32,52
93 + 4,97
89 - 17,72
28 + 3,31
7 * 73,511
39 * 16,624
22 / 35,0.63
49 - 7,42
73 * 6,438
49 - 79,-30
78 * 46,3588
40 + 69,109
46 / 74,0.62
98 + 39,137
27 + 70,97
18 / 99,0.18
83 / 4,20.75
14 - 50,-36
91 * 83,7553
46 / 1,46.0
87 * 92,8004
95 / 23,4.13
38 - 99,-61
90 / 93,0.97
46 + 90,136
93 / 52,1.79
36 - 55,-19
73 + 78,151
6 + 52,58
35 - 31,4
75 / 60,1.25
76 - 22,54
36 * 87,3132
40 / 83,0.48
14 - 11,3
23 - 49,-26
73 - 64,9
34 - 38,-4
94 * 56,5264
40 + 15,55
45 / 65,0.69
46 - 79,-33
5 - 28,-23
65 / 13,5.0
10 / 63,0.16
44 + 45,89
41 + 2,43
76 * 72,5472
4 - 87,-83
96 - 90,6
90 + 30,120
36 + 15,51
11 + 3,14
51 + 61,112
56 / 30,1.87
61 - 2,59
62 - 79,-17
81 / 95,0.85
85 - 40,45
7 * 71,497
28 * 5,140
40 - 53,-13
17 + 32,49
57 * 49,2793
71 + 9,80
65 * 21,1365
87 / 37,2.35
58 - 81,-23
95 * 70,6650
86 / 19,4.53
80 * 82,6560
39 + 26,65
70 + 52,122
66 / 2,33.0
61 - 35,26
95 / 86,1.1
8 + 25,33
63 - 25,38
86 + 58,144
91 * 75,6825
16 + 14,30
63 + 72,135
76 * 57,4332
16 - 89,-73
22 / 43,0.51
96 * 40,3840
89 / 9,9.89
77 / 44,1.75
35 + 44,79
55 + 68,123
37 / 49,0.76
70 - 70,0
48 * 48,2304
72 / 83,0.87
90 - 18,72
47 + 50,97
59 + 20,79
56 + 62,118
30 * 23,690
15 * 50,750
93 + 19,112
74 + 6,80
84 - 65,19
5 + 83,88
4 / 88,0.05
66 * 17,1122
87 + 98,185
42 / 36,1.17
47 / 40,1.18
61 - 3,58
27 - 62,-35
90 - 94,-4
25 + 81,106
87 / 31,2.81
24 + 20,44
35 + 2,37
27 + 94,121
39 - 16,23
90 - 19,71
66 + 66,132
96 - 33,63
1 - 83,-82
93 + 62,155
88 / 49,1.8
59 / 65,0.91
74 + 19,93
15 + 6,21
97 - 63,34
84 * 67,5628
21 * 67,1407
57 + 70,127
57 - 27,30
70 * 94,6580
58 / 63,0.92
33 * 62,2046
75 + 89,164
6 - 76,-70
52 / 12,4.33
76 / 66,1.15
8 / 29,0.28
54 / 38,1.42
71 + 54,125
40 * 24,960
9 - 7,2
72 + 41,113
29 + 22,51
89 - 99,-10
16 / 94,0.17
89 + 13,102
36 + 31,67
23 * 20,460
75 - 86,-11
54 - 39,15
16 + 56,72
32 / 93,0.34
17 - 68,-51
42 * 26,1092
38 - 7,31
90 - 61,29
48 * 28,1344
30 + 83,113
4 + 92,96
83 / 12,6.92
65 / 84,0.77
71 / 48,1.48
50 / 99,0.51
5 + 84,89
66 * 92,6072
77 * 46,3542
27 * 32,864
80 - 18,62
74 - 42,32
63 - 5,58
40 / 37,1.08
6 - 46,-40
13 - 29,-16
26 - 92,-66
43 + 26,69
38 / 7,5.43
39 - 12,27
59 / 57,1.04
39 - 93,-54
99 + 56,155
35 / 93,0.38
93 / 86,1.08
28 + 53,81
12 * 2,24
24 - 56,-32
68 / 64,1.06
78 / 31,2.52
46 - 92,-46
14 + 72,86
91 + 77,168
59 / 37,1.59
10 - 63,-53
2 / 83,0.02
15 / 49,0.31
35 + 59,94
92 * 18,1656
11 / 47,0.23
36 / 75,0.48
63 + 14,77
46 - 21,25
28 * 29,812
90 * 87,7830
40 + 47,87
51 + 89,140
35 + 22,57
24 * 13,312
51 * 79,4029
55 - 48,7
18 * 39,702
32 - 70,-38
31 * 67,2077
35 + 34,69
70 / 16,4.38
85 + 84,169
94 / 77,1.22
56 - 81,-25
42 - 70,-28
54 * 27,1458
29 / 24,1.21
48 / 69,0.7
30 + 14,44
29 - 31,-2
60 * 75,4500
96 + 45,141
74 / 78,0.95
89 * 65,5785
25 + 74,99
77 * 86,6622
72 - 9,63
93 / 87,1.07
8 / 36,0.22
21 / 86,0.24
89 / 68,1.31
84 / 41,2.05
34 + 96,130
84 * 94,7896
57 - 88,-31
6 + 82,88
86 * 73,6278
19 / 36,0.53
53 - 87,-34
24 - 66,-42
6 - 37,-31
85 - 28,57
13 / 10,1.3
51 + 46,97
92 + 87,179
65 * 14,910
28 / 12,2.33
92 - 84,8
56 / 86,0.65
88 * 9,792
54 - 65,-11
76 - 79,-3
24 + 14,38
58 - 21,37
6 + 89,95
41 * 40,1640
74 * 47,3478
99 * 49,4851
54 + 55,109
22 * 62,1364
96 * 74,7104
48 - 61,-13
13 + 84,97
81 * 12,972
37 + 45,82
16 * 35,560
75 * 32,2400
5 * 18,90
32 * 5,160
23 - 34,-11
92 - 28,64
93 * 85,7905
45 + 24,69
23 + 98,121
33 - 99,-66
91 - 10,81
18 * 64,1152
13 - 54,-41
49 / 43,1.14
58 * 4,232
27 + 95,122
22 / 43,0.51
96 - 78,18
94 * 68,6392
92 - 67,25
30 + 90,120
9 / 93,0.1
7 + 89,96
18 - 95,-77
68 / 4,17.0
54 / 57,0.95
56 / 72,0.78
71 - 85,-14
49 + 18,67
72 * 89,6408
52 - 9,43
82 / 7,11.71
77 - 13,64
15 + 5,20
88 * 51,4488
96 * 93,8928
69 - 86,-17
11 + 61,72
50 * 86,4300
83 * 52,4316
76 / 72,1.06
30 / 37,0.81
43 - 22,21
8 - 52,-44
80 / 98,0.82
31 / 99,0.31
40 / 45,0.89
73 * 67,4891
56 * 87,4872
93 - 18,75
11 * 86,946
21 / 6,3.5
24 - 19,5
99 / 65,1.52
55 + 20,75
92 * 70,6440
42 + 87,129
92 / 85,1.08
26 + 36,62
52 / 13,4.0
12 * 43,516
92 - 56,36
80 * 71,5680
38 / 33,1.15
47 / 61,0.77
32 * 1,32
72 + 56,128
33 + 86,119
97 / 67,1.45
88 / 86,1.02
67 * 84,5628
9 * 18,162
53 / 20,2.65
25 * 92,2300
8 + 94,102
69 - 65,4
66 - 90,-24
53 + 25,78
18 / 5,3.6
24 * 62,1488
9 * 85,765
29 * 77,2233
96 - 35,61
3 / 64,0.05
3 * 25,75
60 / 17,3.53
80 * 17,1360
98 + 72,170
42 * 26,1092
14 + 24,38
98 + 46,144
52 + 3,55
14 + 22,36
39 / 82,0.48
32 - 29,3
17 / 48,0.35
86 / 55,1.56
71 * 27,1917
91 / 98,0.93
5 / 32,0.16
42 * 50,2100
3 * 98,294
58 + 35,93
43 + 80,123
3 - 74,-71
14 - 80,-66
4 / 94,0.04
98 - 43,55
93 * 53,4929
51 / 67,0.76
9 / 97,0.09
4 + 43,47
10 - 91,-81
41 - 97,-56
51 / 16,3.19
16 * 83,1328
62 + 63,125
92 - 22,70
52 - 80,-28
21 + 65,86
35 - 1,34
49 - 87,-38
20 / 29,0.69
70 + 45,115
12 + 71,83
35 / 40,0.88
99 / 36,2.75
41 / 35,1.17
40 / 56,0.71
50 - 70,-20
50 / 58,0.86
31 + 95,126
92 * 71,6532
89 / 88,1.01
54 + 93,147
19 + 26,45
51 / 56,0.91
82 * 93,7626
12 * 54,648
29 / 33,0.88
22 / 39,0.56
23 - 72,-49
21 - 28,-7
79 + 39,118
65 / 11,5.91
16 + 26,42
60 * 32,1920
42 + 37,79
67 * 87,5829
54 * 38,2052
10 + 51,61
11 - 83,-72
61 - 55,6
1 + 92,93
4 + 93,97
1 / 8,0.12
64 - 84,-20
73 * 70,5110
8 + 28,36
14 - 19,-5
64 - 26,38
34 / 96,0.35
51 + 27,78
74 * 25,1850
61 + 23,84
41 - 88,-47
5 * 59,295
86 * 66,5676
18 - 72,-54
11 / 60,0.18
84 * 63,5292
31 - 54,-23
81 + 95,176
89 * 47,4183
48 * 49,2352
59 / 59,1.0
23 / 60,0.38
43 * 86,3698
3 * 87,261
16 / 96,0.17
45 * 11,495
24 - 11,13
71 / 31,2.29
13 - 26,-13
13 - 76,-63
24 - 48,-24
6 + 81,87
63 / 71,0.89
90 - 98,-8
9 / 76,0.12
41 - 1,40
45 - 92,-47
79 * 99,7821
97 - 75,22
10 + 54,64
29 - 11,18
93 + 14,107
16 - 37,-21
96 + 87,183
58 * 23,1334
77 * 75,5775
11 + 89,100
51 - 8,43
67 / 9,7.44
17 - 9,8
96 / 49,1.96
33 * 26,858
20 + 64,84
30 + 97,127
89 * 1,89
50 * 15,750
21 - 84,-63
29 + 15,44
46 + 43,89
38 / 21,1.81
97 / 66,1.47
45 * 52,2340
3 / 9,0.33
8 + 3,11
6 - 52,-46
31 / 33,0.94
90 * 69,6210
47 - 22,25
20 - 6,14
70 * 53,3710
31 - 63,-32
40 - 99,-59
33 * 74,2442
85 / 16,5.31
12 / 84,0.14
8 - 24,-16
38 / 44,0.86
57 + 1,58
74 - 5,69
3 / 99,0.03
60 * 69,4140
60 / 21,2.86
21 / 35,0.6
39 / 79,0.49
93 - 48,45
85 + 73,158
55 + 30,85
64 / 70,0.91
62 / 81,0.77
21 / 80,0.26
46 + 67,113
32 + 51,83
32 - 28,4
89 - 74,15
70 - 63,7
77 + 66,143
13 * 14,182
5 + 34,39
33 - 61,-28
70 + 69,139
33 - 23,10
21 - 35,-14
41 * 72,2952
66 / 24,2.75
10 * 67,670
70 * 22,1540
52 + 30,82
78 * 52,4056
53 * 55,2915
13 - 45,-32
48 * 1,48
8 * 54,432
3 * 91,273
36 / 51,0.71
45 * 91,4095
88 + 27,115
71 * 80,5680
70 + 96,166
89 + 23,112
85 + 44,129
40 / 65,0.62
48 / 35,1.37
2 - 26,-24
48 - 16,32
71 + 27,98
59 / 47,1.26
13 - 82,-69
27 + 66,93
85 * 59,5015
1 * 2,2
31 - 67,-36
19 + 65,84
45 - 48,-3
69 - 86,-17
42 - 38,4
79 - 55,24
70 / 16,4.38
52 / 77,0.68
76 + 89,165
12 / 83,0.14
69 - 67,2
35 * 84,2940
13 + 88,101
58 * 85,4930
83 - 39,44
18 / 9,2.0
27 / 75,0.36
13 / 44,0.3
74 * 11,814
69 * 51,3519
89 + 52,141
39 / 23,1.7
65 * 64,4160
13 * 49,637
53 / 81,0.65
74 * 50,3700
11 - 33,-22
33 - 86,-53
74 / 38,1.95
19 * 43,817
58 / 45,1.29
57 - 33,24
59 / 44,1.34
46 * 54,2484
65 * 76,4940
29 * 71,2059
78 + 85,163
35 / 55,0.64
56 * 47,2632
16 - 34,-18
74 * 28,2072
94 + 44,138
90 - 20,70
5 / 84,0.06
73 / 61,1.2
41 / 43,0.95
50 + 5,55
3 * 1,3
27 - 27,0
84 + 80,164
68 + 8,76
52 - 91,-39
22 / 35,0.63
90 + 18,108
1 * 11,11
12 - 75,-63
35 * 49,1715
20 + 77,97
90 * 31,2790
60 - 21,39
71 - 90,-19
82 / 62,1.32
81 + 6,87
63 / 49,1.29
11 * 68,748
93 + 69,162
50 + 27,77
79 - 84,-5
50 - 14,36
45 - 9,36
27 - 55,-28
21 - 79,-58
52 * 5,260
5 - 80,-75
6 * 27,162
59 / 95,0.62
50 / 57,0.88
68 - 68,0
74 * 59,4366
32 - 4,28
76 * 1,76
87 * 78,6786
62 - 81,-19
55 - 76,-21
9 + 71,80
4 / 90,0.04
15 / 98,0.15
18 / 26,0.69
33 * 66,2178
9 - 43,-34
8 - 16,-8
77 * 32,2464
43 * 33,1419
15 / 66,0.23
21 + 51,72
45 * 76,3420
7 - 41,-34
47 * 9,423
88 - 15,73
85 * 42,3570
38 / 11,3.45
44 * 2,88
61 * 32,1952
98 * 28,2744
89 + 30,119
67 * 65,4355
5 - 14,-9
31 * 83,2573
11 + 2,13
78 * 78,6084
71 * 5,355
29 * 64,1856
15 * 20,300
20 - 77,-57
27 / 82,0.33
53 - 65,-12
80 * 49,3920
39 * 73,2847
67 - 35,32
56 / 34,1.65
20 - 40,-20
86 * 62,5332
30 - 24,6
32 + 88,120
14 * 42,588
44 - 36,8
77 * 95,7315
23 + 73,96
96 / 48,2.0
9 + 74,83
25 + 33,58
30 * 89,2670
68 * 99,6732
59 - 26,33
38 + 88,126
34 - 60,-26
95 + 9,104
81 - 26,55
27 + 24,51
82 / 74,1.11
96 * 61,5856
58 + 73,131
46 + 97,143
9 - 54,-45
70 - 19,51
35 / 19,1.84
67 / 53,1.26
30 + 1,31
92 + 71,163
94 / 53,1.77
64 - 74,-10
22 / 64,0.34
40 - 70,-30
3 / 45,0.07
59 * 98,5782
66 * 42,2772
73 / 50,1.46
57 + 8,65
52 + 62,114
84 - 53,31
35 - 55,-20
3 * 19,57
47 / 78,0.6
63 - 33,30
59 / 23,2.57
98 * 3,294
65 + 53,118
58 + 36,94
56 / 41,1.37
31 - 35,-4
29 / 20,1.45
75 * 23,1725
27 / 30,0.9
76 + 58,134
38 - 33,5
44 - 14,30
92 - 43,49
26 - 61,-35
34 + 59,93
7 / 88,0.08
2 + 53,55
76 + 36,112
45 - 81,-36
26 - 3,23
38 / 61,0.62
60 - 34,26
31 - 4,27
23 + 33,56
28 - 80,-52
10 / 67,0.15
65 / 29,2.24
77 / 39,1.97
33 + 25,58
66 * 19,1254
68 + 60,128
95 / 83,1.14
30 + 54,84
45 * 20,900
10 + 26,36
10 / 12,0.83
18 * 35,630
75 * 30,2250
75 / 99,0.76
43 - 47,-4
48 + 66,114
75 / 99,0.76
1 - 56,-55
72 - 4,68
95 / 50,1.9
18 / 71,0.25
72 * 33,2376
93 * 51,4743
77 * 22,1694
73 + 19,92
32 - 48,-16
11 * 25,275
71 * 44,3124
83 * 15,1245
3 + 12,15
89 + 61,150
87 + 39,126
18 * 90,1620
43 + 92,135
28 * 67,1876
61 + 93,154
86 + 39,125
60 * 69,4140
48 / 83,0.58
74 + 79,153
6 + 38,44
87 / 96,0.91
18 + 22,40
37 - 91,-54
64 + 62,126
86 + 78,164
36 + 69,105
95 + 93,188
30 * 82,2460
21 - 7,14
92 / 41,2.24
49 / 8,6.12
6 * 74,444
23 - 75,-52
62 + 91,153
99 / 53,1.87
68 - 50,18
55 + 56,111
53 + 90,143
47 - 67,-20
20 + 39,59
31 + 6,37
83 + 42,125
94 / 87,1.08
72 * 24,1728
